person_id_random,nLoans,loanStartDates,loanPaidDates,currentDate
1704712487,9,2015-02-10;2015-02-24;2015-03-13;2015-03-25;2015-04-16;2015-05-01;2015-05-31;2015-06-20;2015-07-29,2015-02-24;2015-03-13;2015-03-25;2015-04-11;2015-04-28;2015-05-27;2015-06-20;2015-07-29,8/19/15
1716829174,1,2/26/15,,8/19/15
8165102081,1,10/13/14,,8/19/15
9927346812,3,2015-04-23;2015-07-13;2015-07-30,2015-05-14;2015-07-30;2015-08-17,8/19/15
6181698436,3,2015-05-19;2015-05-25;2015-06-12,2015-05-25;2015-06-12,8/19/15
3584380224,3,2014-09-09;2014-10-24;2014-11-26,2014-10-07;2014-11-15,8/19/15
4212164517,3,2015-07-13;2015-07-29;2015-08-10,2015-07-29;2015-08-08,8/19/15
3337427873,2,2015-07-10;2015-07-29,7/28/15,8/19/15
5348003279,4,2015-06-05;2015-07-05;2015-07-28;2015-08-15,2015-06-26;2015-07-27;2015-08-14,8/19/15
5936413151,12,2015-03-26;2015-04-09;2015-04-24;2015-05-06;2015-05-20;2015-05-29;2015-06-08;2015-06-15;2015-06-23;2015-07-02;2015-07-16;2015-07-25,2015-04-09;2015-04-23;2015-05-06;2015-05-20;2015-05-28;2015-06-08;2015-06-15;2015-06-23;2015-07-02;2015-07-16;2015-07-25,8/19/15
3460588992,3,2015-05-03;2015-05-04;2015-05-10,2015-05-04;2015-05-10,8/19/15
1512836830,6,2014-07-22;2014-08-11;2014-08-19;2014-09-10;2014-10-01;2014-10-31,2014-08-02;2014-08-19;2014-09-02;2014-09-30;2014-10-31,8/19/15
6060950564,7,2015-02-26;2015-03-19;2015-04-10;2015-05-04;2015-06-06;2015-07-04;2015-08-17,2015-03-19;2015-04-09;2015-04-30;2015-05-27;2015-06-27;2015-07-30,8/19/15
4447877474,1,7/21/15,8/14/15,8/19/15
3449728273,5,2015-06-01;2015-06-23;2015-07-13;2015-07-27;2015-08-15,2015-06-22;2015-07-13;2015-07-27;2015-08-15,8/19/15
6124720801,7,2015-03-29;2015-04-10;2015-05-15;2015-05-31;2015-07-07;2015-07-26;2015-08-13,2015-04-09;2015-04-28;2015-05-31;2015-06-20;2015-07-24;2015-08-13,8/19/15
1309607936,1,3/28/15,,8/19/15
5406406018,1,6/6/15,8/1/15,8/19/15
2609792976,1,1/15/15,,8/19/15
8397994357,1,7/8/14,,8/19/15
8210123264,3,2015-07-24;2015-08-04;2015-08-16,2015-08-04;2015-08-15,8/19/15
1672596057,1,9/25/14,,8/19/15
1424189176,2,2015-05-04;2015-06-18,2015-05-27;2015-07-17,8/19/15
3603689368,11,2015-03-03;2015-03-14;2015-04-01;2015-04-21;2015-05-06;2015-05-26;2015-06-15;2015-06-29;2015-07-14;2015-07-28;2015-08-11,2015-03-14;2015-04-01;2015-04-20;2015-05-06;2015-05-26;2015-06-15;2015-06-29;2015-07-14;2015-07-28;2015-08-10,8/19/15
2235447216,2,2015-07-23;2015-08-07,8/7/15,8/19/15
4437592008,4,2015-05-18;2015-06-03;2015-07-02;2015-07-14,2015-05-29;2015-07-01;2015-07-14,8/19/15
6897561002,1,8/21/14,,8/19/15
5095473176,7,2015-06-05;2015-06-26;2015-07-24;2015-07-30;2015-08-03;2015-08-08;2015-08-14,2015-06-12;2015-07-15;2015-07-27;2015-08-08;2015-08-13,8/19/15
7812481370,1,7/14/15,8/17/15,8/19/15
1757809206,1,7/23/15,,8/19/15
7210723238,4,2015-06-10;2015-06-30;2015-07-22;2015-08-02,2015-06-22;2015-07-22;2015-08-02,8/19/15
3814425270,1,7/22/15,,8/19/15
7955562566,5,2015-04-12;2015-05-09;2015-06-08;2015-07-22;2015-08-15,2015-05-03;2015-05-30;2015-06-23;2015-08-12,8/19/15
8082067022,2,2014-10-13;2014-10-15,10/14/14,8/19/15
3521134186,4,2015-03-27;2015-04-03;2015-04-08;2015-04-22,2015-04-03;2015-04-06;2015-04-22,8/19/15
9504846186,1,8/18/14,,8/19/15
1307595846,1,7/17/15,,8/19/15
7459525133,5,2015-04-09;2015-05-11;2015-06-17;2015-07-08;2015-08-08,2015-04-27;2015-06-02;2015-07-08;2015-07-28,8/19/15
6295166250,1,8/6/14,,8/19/15
3149006688,10,2015-02-18;2015-02-26;2015-03-13;2015-03-21;2015-04-08;2015-04-16;2015-05-01;2015-05-18;2015-06-08;2015-06-26,2015-02-25;2015-03-12;2015-03-20;2015-04-06;2015-04-16;2015-04-26;2015-05-17;2015-06-08;2015-06-26;2015-07-14,8/19/15
7989328264,3,2015-06-27;2015-07-19;2015-07-31,2015-07-19;2015-07-31,8/19/15
1987351715,15,2015-03-04;2015-03-17;2015-03-25;2015-04-08;2015-04-16;2015-04-23;2015-05-05;2015-05-22;2015-06-06;2015-06-18;2015-06-27;2015-07-14;2015-07-23;2015-08-04;2015-08-19,2015-03-17;2015-03-25;2015-04-07;2015-04-16;2015-04-23;2015-05-05;2015-05-22;2015-06-06;2015-06-18;2015-06-27;2015-07-14;2015-07-23;2015-08-04;2015-08-19,8/19/15
8345153046,2,2015-07-22;2015-08-11,8/11/15,8/19/15
6932669121,4,2015-07-15;2015-07-22;2015-07-25;2015-08-05,2015-07-22;2015-07-25;2015-08-05,8/19/15
5631408893,1,5/1/15,,8/19/15
9448433849,1,2/21/15,,8/19/15
4264763102,7,2015-03-30;2015-04-01;2015-04-10;2015-05-18;2015-06-16;2015-07-26;2015-08-19,2015-04-01;2015-04-09;2015-05-01;2015-06-13;2015-07-15,8/19/15
1135111501,1,6/24/14,7/26/14,8/19/15
6456476162,1,10/30/14,,8/19/15
9921434346,4,2015-06-18;2015-07-01;2015-07-16;2015-07-31,2015-07-01;2015-07-15;2015-07-31,8/19/15
7833101639,1,7/9/15,,8/19/15
8141294915,3,2014-10-10;2014-11-15;2014-12-12,2014-10-31;2014-11-30,8/19/15
6480595561,4,2015-05-11;2015-06-08;2015-06-28;2015-07-21,2015-05-31;2015-06-27;2015-07-17;2015-08-11,8/19/15
8394030931,9,2015-01-17;2015-02-01;2015-02-26;2015-04-10;2015-05-10;2015-05-30;2015-06-22;2015-07-10;2015-08-06,2015-01-29;2015-02-25;2015-04-09;2015-05-10;2015-05-29;2015-06-22;2015-07-10;2015-08-06,8/19/15
1635947875,5,2015-02-28;2015-03-14;2015-03-21;2015-03-30;2015-04-14,2015-03-14;2015-03-21;2015-03-30;2015-04-12,8/19/15
6540127756,3,2015-07-13;2015-07-23;2015-08-05,2015-07-23;2015-08-05,8/19/15
7734209346,1,6/13/14,,8/19/15
9545294644,3,2014-05-19;2014-06-10;2014-07-04,2014-06-09;2014-07-04,8/19/15
5907430016,7,2015-05-26;2015-05-31;2015-06-07;2015-06-21;2015-07-09;2015-07-28;2015-08-15,2015-05-31;2015-06-07;2015-06-21;2015-07-09;2015-07-28;2015-08-15,8/19/15
7330824170,1,7/17/15,,8/19/15
4476235367,3,2015-06-10;2015-06-17;2015-06-22,2015-06-17;2015-06-22,8/19/15
4652588050,12,2015-02-20;2015-03-13;2015-03-19;2015-04-14;2015-04-28;2015-05-17;2015-05-25;2015-06-05;2015-06-26;2015-07-13;2015-08-03;2015-08-15,2015-03-13;2015-03-19;2015-04-09;2015-04-28;2015-05-17;2015-05-25;2015-06-05;2015-06-26;2015-07-13;2015-08-03;2015-08-15,8/19/15
8470817553,18,2014-09-01;2014-09-22;2014-10-14;2014-11-03;2014-11-17;2014-12-08;2014-12-30;2015-01-14;2015-02-01;2015-02-23;2015-03-17;2015-04-07;2015-04-30;2015-05-20;2015-06-09;2015-06-30;2015-07-13;2015-08-03,2014-09-22;2014-10-13;2014-11-03;2014-11-17;2014-12-08;2014-12-30;2015-01-13;2015-02-01;2015-02-23;2015-03-16;2015-04-06;2015-04-30;2015-05-20;2015-06-09;2015-06-30;2015-07-13;2015-08-03,8/19/15
2105390081,1,7/22/15,8/12/15,8/19/15
6825205022,2,2015-07-21;2015-08-17,8/11/15,8/19/15
7108459544,1,4/16/15,5/9/15,8/19/15
5051613304,1,6/19/15,,8/19/15
3576021824,2,2015-07-22;2015-08-17,8/11/15,8/19/15
4646477741,2,2015-04-16;2015-05-01,5/1/15,8/19/15
1066585922,1,7/15/15,,8/19/15
5373890168,1,3/24/15,,8/19/15
9200350130,1,11/20/14,,8/19/15
9228116233,2,2015-03-26;2015-04-14,4/13/15,8/19/15
2278919539,1,10/10/14,,8/19/15
1010631054,7,2015-03-03;2015-03-27;2015-04-15;2015-05-01;2015-05-17;2015-07-09;2015-08-08,2015-03-24;2015-04-14;2015-04-30;2015-05-13;2015-05-28;2015-08-07,8/19/15
3759423303,4,2015-06-21;2015-07-12;2015-08-02;2015-08-14,2015-07-11;2015-08-02;2015-08-14,8/19/15
7356239267,1,4/28/15,8/15/15,8/19/15
6980434746,4,2015-05-16;2015-06-13;2015-07-10;2015-07-26,2015-06-06;2015-07-09;2015-07-26,8/19/15
4345724251,1,5/24/14,,8/19/15
3379597805,3,2015-07-24;2015-07-29;2015-08-18,2015-07-29;2015-08-18,8/19/15
5801463353,4,2015-05-13;2015-06-05;2015-06-21;2015-07-06,2015-06-03;2015-06-20;2015-07-05;2015-07-28,8/19/15
3116973938,1,7/28/15,8/14/15,8/19/15
1907063151,3,2015-07-17;2015-07-21;2015-07-28,2015-07-21;2015-07-26,8/19/15
8466486442,3,2015-06-21;2015-07-12;2015-08-02,2015-07-12;2015-08-02,8/19/15
2158215982,4,2015-07-07;2015-07-18;2015-07-25;2015-08-14,2015-07-18;2015-07-25;2015-08-14,8/19/15
1532148947,2,2015-03-12;2015-03-25,3/25/15,8/19/15
4974853726,5,2015-06-02;2015-06-12;2015-06-27;2015-07-19;2015-08-08,2015-06-12;2015-06-27;2015-07-18;2015-08-08,8/19/15
3096445519,2,2015-06-17;2015-07-18,7/17/15,8/19/15
8994467797,1,6/14/14,,8/19/15
4032452127,4,2015-07-18;2015-07-28;2015-08-07;2015-08-13,2015-07-24;2015-08-07;2015-08-13,8/19/15
8406400743,1,8/20/14,,8/19/15
9578209515,14,2015-02-23;2015-03-11;2015-03-25;2015-04-08;2015-04-21;2015-05-07;2015-05-07;2015-05-23;2015-06-07;2015-06-21;2015-07-08;2015-07-22;2015-08-06;2015-08-19,2015-03-11;2015-03-25;2015-04-04;2015-04-20;2015-05-07;2015-05-07;2015-05-23;2015-06-07;2015-06-21;2015-07-07;2015-08-06;2015-08-19,8/19/15
3751323480,2,2015-07-15;2015-08-08,8/4/15,8/19/15
5958664143,1,6/3/14,,8/19/15
2693128770,1,10/9/14,,8/19/15
9881053673,9,2015-01-29;2015-02-16;2015-03-11;2015-04-17;2015-05-17;2015-06-09;2015-07-08;2015-08-08;2015-08-15,2015-02-15;2015-03-04;2015-04-07;2015-05-09;2015-06-06;2015-07-04;2015-08-08,8/19/15
6386473095,16,2014-06-15;2014-07-01;2014-07-22;2014-08-07;2014-08-27;2014-09-17;2014-10-03;2014-10-25;2014-12-06;2014-12-24;2015-01-21;2015-02-13;2015-04-07;2015-06-05;2015-07-11;2015-08-07,2014-07-01;2014-07-22;2014-08-07;2014-08-27;2014-09-17;2014-10-03;2014-10-24;2014-12-06;2014-12-24;2015-01-21;2015-02-11;2015-04-06;2015-06-05;2015-07-11;2015-08-05,8/19/15
8357321273,5,2015-02-26;2015-03-11;2015-03-25;2015-04-08;2015-04-28,2015-03-11;2015-03-25;2015-04-08;2015-04-28,8/19/15
5468470748,1,12/15/14,,8/19/15
1295557792,7,2015-04-22;2015-05-11;2015-05-18;2015-05-25;2015-06-09;2015-06-27;2015-07-11,2015-05-11;2015-05-18;2015-05-25;2015-06-09;2015-06-27;2015-07-11,8/19/15
4613150895,4,2015-06-17;2015-07-08;2015-07-22;2015-08-17,2015-07-07;2015-07-20;2015-08-12,8/19/15
2269998618,3,2015-06-26;2015-07-17;2015-08-02,2015-07-16;2015-08-02,8/19/15
2046310222,12,2015-01-29;2015-02-17;2015-03-10;2015-03-27;2015-04-10;2015-04-25;2015-05-11;2015-05-28;2015-06-19;2015-07-08;2015-07-28;2015-08-18,2015-02-14;2015-03-10;2015-03-27;2015-04-10;2015-04-25;2015-05-11;2015-05-28;2015-06-19;2015-07-08;2015-07-28;2015-08-18,8/19/15
6298599815,1,7/15/15,7/24/15,8/19/15
6975724414,3,2015-05-21;2015-06-08;2015-07-01,2015-06-06;2015-07-01,8/19/15
2772007373,1,7/27/15,,8/19/15
9792719672,4,2015-06-07;2015-06-25;2015-07-18;2015-08-06,2015-06-18;2015-07-16;2015-08-06,8/19/15
2974664625,3,2015-06-03;2015-06-08;2015-06-29,2015-06-08;2015-06-29,8/19/15
7269987518,7,2015-03-03;2015-04-08;2015-04-21;2015-05-06;2015-05-26;2015-06-11;2015-06-30,2015-03-26;2015-04-21;2015-05-06;2015-05-26;2015-06-11;2015-06-30,8/19/15
9137438176,2,2015-03-28;2015-05-05,4/18/15,8/19/15
1433787755,1,7/15/15,,8/19/15
4954349033,1,7/23/15,,8/19/15
1440291623,1,3/26/15,,8/19/15
5253564370,1,5/26/15,,8/19/15
5334896838,2,2014-04-15;2014-06-11,6/9/14,8/19/15
9714859999,2,2015-07-21;2015-08-15,8/10/15,8/19/15
1537358892,12,2015-04-18;2015-05-04;2015-05-18;2015-05-30;2015-06-10;2015-06-25;2015-07-03;2015-07-18;2015-07-20;2015-07-20;2015-07-24;2015-08-15,2015-05-04;2015-05-18;2015-05-30;2015-06-10;2015-06-25;2015-07-03;2015-07-18;2015-08-14,8/19/15
2017422091,5,2015-06-22;2015-06-27;2015-07-08;2015-07-20;2015-07-31,2015-06-25;2015-07-07;2015-07-18;2015-07-31;2015-08-11,8/19/15
3457818790,1,6/13/15,7/2/15,8/19/15
2300851247,2,2015-06-16;2015-07-15,7/9/15,8/19/15
1892163498,1,6/16/14,,8/19/15
8195370829,5,2015-06-28;2015-07-12;2015-07-25;2015-07-31;2015-08-13,2015-07-12;2015-07-25,8/19/15
1229057799,13,2015-03-24;2015-04-08;2015-04-20;2015-05-01;2015-05-15;2015-05-27;2015-06-06;2015-06-10;2015-06-17;2015-06-27;2015-07-11;2015-07-21;2015-08-04,2015-04-06;2015-04-20;2015-04-30;2015-05-15;2015-05-27;2015-06-05;2015-06-10;2015-06-17;2015-06-27;2015-07-11;2015-07-21;2015-08-04,8/19/15
3307407390,1,2/9/15,,8/19/15
4540051772,9,2015-03-29;2015-04-03;2015-04-16;2015-05-05;2015-05-26;2015-06-15;2015-07-06;2015-07-26;2015-08-13,2015-04-02;2015-04-16;2015-05-05;2015-05-26;2015-06-09;2015-07-06;2015-07-26;2015-08-13,8/19/15
9477378963,1,11/14/14,,8/19/15
5732259298,1,4/20/15,,8/19/15
8315543219,7,2015-02-18;2015-03-15;2015-04-12;2015-05-05;2015-05-22;2015-06-09;2015-08-19,2015-03-10;2015-04-08;2015-05-02;2015-05-22;2015-06-09;2015-07-11,8/19/15
8451978998,8,2015-07-09;2015-07-14;2015-07-15;2015-07-20;2015-07-23;2015-07-29;2015-08-07;2015-08-15,2015-07-14;2015-07-15;2015-07-20;2015-07-23;2015-07-29;2015-08-07;2015-08-14,8/19/15
6724414152,1,3/25/15,4/21/15,8/19/15
4094268919,3,2015-07-18;2015-07-24;2015-07-31,2015-07-24;2015-07-30,8/19/15
5783698569,6,2015-02-15;2015-03-06;2015-03-28;2015-04-18;2015-05-11;2015-05-29,2015-03-05;2015-03-27;2015-04-18;2015-05-10;2015-05-29,8/19/15
1581673854,3,2015-06-24;2015-07-12;2015-07-30,2015-07-11;2015-07-30,8/19/15
1121771521,2,2015-06-23;2015-07-09,7/9/15,8/19/15
2516578297,2,2015-07-15;2015-07-25,2015-07-22;2015-07-31,8/19/15
9566466816,3,2015-06-22;2015-07-02;2015-08-18,2015-07-02;2015-08-18,8/19/15
4050513050,2,2015-03-17;2015-03-31,3/30/15,8/19/15
5495666685,4,2015-04-01;2015-04-27;2015-05-30;2015-07-17,2015-04-21;2015-05-28;2015-06-20;2015-08-19,8/19/15
7278699629,1,4/19/15,,8/19/15
5523890760,1,5/30/15,,8/19/15
1707284761,1,7/12/15,,8/19/15
4078124092,3,2015-07-13;2015-07-28;2015-08-08,2015-07-28;2015-08-08,8/19/15
1464733109,4,2015-07-15;2015-07-24;2015-08-08;2015-08-15,2015-07-24;2015-08-08;2015-08-15,8/19/15
1174725935,1,7/28/15,8/18/15,8/19/15
4105742558,2,2014-07-06;2014-08-08,7/24/14,8/19/15
7875034267,6,2015-04-10;2015-04-10;2015-04-25;2015-05-17;2015-06-25;2015-08-05,2015-04-10;2015-04-25;2015-05-17;2015-06-23;2015-08-05,8/19/15
4336726880,2,2015-06-03;2015-06-16,6/16/15,8/19/15
5517830861,5,2015-06-02;2015-06-08;2015-06-11;2015-06-27;2015-07-10,2015-06-08;2015-06-10;2015-06-27;2015-07-10,8/19/15
2455988976,8,2015-05-22;2015-05-29;2015-06-03;2015-06-10;2015-06-25;2015-07-07;2015-07-31;2015-08-12,2015-05-26;2015-06-02;2015-06-09;2015-06-17;2015-07-02;2015-07-29;2015-08-09,8/19/15
1649825327,2,2015-07-23;2015-07-30,7/29/15,8/19/15
2647495124,1,6/27/15,,8/19/15
7907830040,2,2015-07-16;2015-08-06,8/1/15,8/19/15
1810141165,1,7/27/15,,8/19/15
5626937841,2,2015-07-11;2015-07-19,7/18/15,8/19/15
7312055154,3,2015-07-24;2015-08-10;2015-08-17,2015-08-02;2015-08-11,8/19/15
7573861449,2,2015-02-06;2015-03-05,2015-02-27;2015-03-27,8/19/15
4473052530,1,7/28/15,,8/19/15
7589645523,1,7/24/15,7/31/15,8/19/15
9386396081,4,2015-06-26;2015-07-07;2015-07-13;2015-07-30,2015-07-07;2015-07-13;2015-07-29,8/19/15
6461406501,1,11/4/14,,8/19/15
3341030922,3,2015-07-24;2015-08-12;2015-08-17,2015-08-12;2015-08-16,8/19/15
8098697604,3,2015-04-10;2015-06-23;2015-07-04,2015-06-22;2015-07-04,8/19/15
5555593102,9,2015-05-06;2015-05-21;2015-05-29;2015-06-12;2015-06-19;2015-06-30;2015-07-17;2015-07-30;2015-08-12,2015-05-21;2015-05-29;2015-06-12;2015-06-19;2015-06-30;2015-07-17;2015-07-30;2015-08-12,8/19/15
4578202269,4,2015-05-11;2015-05-25;2015-06-26;2015-07-24,2015-05-20;2015-06-17;2015-07-19;2015-08-15,8/19/15
1983538252,16,2014-08-30;2014-09-17;2014-10-02;2014-10-13;2014-10-28;2014-11-12;2014-11-24;2014-12-10;2014-12-25;2015-01-09;2015-01-25;2015-02-09;2015-03-03;2015-03-23;2015-04-09;2015-06-02,2014-09-17;2014-10-02;2014-10-13;2014-10-28;2014-11-12;2014-11-24;2014-12-10;2014-12-24;2015-01-09;2015-01-24;2015-02-09;2015-03-03;2015-03-23;2015-04-09;2015-06-02,8/19/15
1361970426,7,2015-05-12;2015-05-19;2015-05-19;2015-05-21;2015-05-25;2015-06-04;2015-06-16,2015-05-19;2015-05-19;2015-05-21;2015-05-25;2015-06-03;2015-06-16,8/19/15
3913744037,3,2015-06-05;2015-06-11;2015-06-19,2015-06-10;2015-06-18,8/19/15
6972053524,1,7/27/15,,8/19/15
5579357593,1,7/24/15,,8/19/15
6059655032,4,2015-07-22;2015-07-29;2015-07-30;2015-08-06,2015-07-29;2015-07-30;2015-08-06,8/19/15
2515000128,4,2014-09-19;2014-10-02;2014-10-13;2014-11-04,2014-10-02;2014-10-13;2014-11-04,8/19/15
4421733789,1,8/7/14,,8/19/15
7659385387,5,2015-03-29;2015-04-01;2015-04-08;2015-06-05;2015-07-02,2015-04-01;2015-04-06;2015-06-05;2015-07-02,8/19/15
6680195461,1,4/9/15,,8/19/15
9821765598,5,2014-11-28;2014-12-18;2015-01-04;2015-01-19;2015-02-07,2014-12-17;2015-01-03;2015-01-18;2015-02-06,8/19/15
8845067238,32,2014-10-02;2014-10-16;2014-11-03;2014-11-16;2014-12-06;2015-01-05;2015-01-13;2015-01-28;2015-02-06;2015-02-17;2015-02-26;2015-03-07;2015-03-18;2015-03-26;2015-03-31;2015-04-09;2015-04-15;2015-04-22;2015-04-30;2015-05-08;2015-05-16;2015-05-24;2015-06-02;2015-06-11;2015-06-18;2015-07-01;2015-07-09;2015-07-17;2015-07-25;2015-07-31;2015-08-13;2015-08-15,2014-10-15;2014-11-03;2014-11-16;2014-11-28;2014-12-17;2015-01-12;2015-01-28;2015-02-05;2015-02-16;2015-02-26;2015-03-06;2015-03-16;2015-03-26;2015-03-31;2015-04-08;2015-04-15;2015-04-22;2015-04-29;2015-05-08;2015-05-15;2015-05-24;2015-06-02;2015-06-10;2015-06-17;2015-07-01;2015-07-08;2015-07-16;2015-07-25;2015-07-31;2015-08-08;2015-08-15,8/19/15
1048099395,1,4/1/15,,8/19/15
6851045436,2,2015-06-24;2015-07-28,2015-07-14;2015-08-18,8/19/15
6551180719,1,6/10/14,,8/19/15
3577835738,1,8/15/14,,8/19/15
3427309387,3,2015-04-10;2015-04-14;2015-05-19,2015-04-14;2015-05-19,8/19/15
2990471607,2,2015-07-26;2015-08-17,8/17/15,8/19/15
4712104880,1,6/24/15,,8/19/15
4498792920,1,3/11/15,,8/19/15
7232432889,1,7/23/15,8/7/15,8/19/15
2830334836,18,2014-08-23;2014-09-12;2014-10-07;2014-10-29;2014-11-23;2014-12-10;2014-12-28;2015-01-15;2015-02-02;2015-02-16;2015-03-10;2015-04-02;2015-04-23;2015-05-11;2015-06-04;2015-06-26;2015-07-20;2015-08-04,2014-09-11;2014-10-04;2014-10-29;2014-11-19;2014-12-10;2014-12-28;2015-01-14;2015-02-02;2015-02-16;2015-03-09;2015-04-02;2015-04-22;2015-05-07;2015-06-01;2015-06-26;2015-07-20;2015-08-04,8/19/15
1910843118,2,2015-04-14;2015-05-19,5/19/15,8/19/15
5445931408,3,2015-03-28;2015-03-29;2015-03-30,2015-03-29;2015-03-29,8/19/15
