person_id_random,paidOff,paidOffDuring30,hasDualSim,hasWlan,hasBluetooth,android_version,gender,fb_friend_count,current_home_years,living_situation,current_job_years,education,outstanding_loan,use_mobile_wallet_how_often,relationship_status,Age,job_status,annual_wages
7346661357,0,1,0.0,1.0,1.0,4.0,0,1961.0,5.0,0,6.0,2,0,2,0,25.0,1,462000.0
9468184407,1,0,0.0,0.0,1.0,4.0,0,194.0,5.0,0,0.0,2,0,2,1,35.0,0,352000.0
2990883566,0,1,0.0,1.0,1.0,4.0,1,445.0,4.0,0,6.0,0,0,1,0,29.0,1,660000.0
2320175519,1,0,0.0,1.0,1.0,4.0,0,107.0,3.0,0,0.0,1,0,2,1,46.0,0,284415.299555
5330295937,1,0,0.0,1.0,0.0,2.0,0,214.0,5.0,0,4.0,0,0,2,0,33.0,1,284415.299555
7629417453,0,1,0.0,1.0,1.0,4.0,1,104.0,5.0,0,3.0,2,1,2,1,37.0,1,308000.0
5594363895,0,0,0.0,1.0,1.0,4.0,0,531.0,0.0,0,2.0,2,0,1,2,24.0,1,363000.0
5935455253,1,0,0.0,1.0,0.0,2.0,0,1008.0,5.0,0,6.0,2,0,1,0,31.0,1,682000.0
5254531566,1,0,0.0,1.0,1.0,4.0,0,2748.0,5.0,0,6.0,2,0,2,1,34.0,1,517000.0
8230219163,1,0,0.0,1.0,1.0,4.0,1,63.0,2.0,0,3.0,1,1,1,1,33.0,1,96000.0
3152634654,1,0,0.0,0.0,1.0,4.0,0,26.0,2.0,1,6.0,2,0,2,1,40.0,1,440000.0
7598871262,1,0,0.0,1.0,1.0,4.0,1,1170.0,3.0,0,0.0,2,1,1,0,27.0,0,88000.0
5781556178,1,0,0.0,0.0,1.0,4.0,0,786.687690743,5.0,0,6.0,2,1,2,1,36.0,1,330000.0
8834809018,0,1,0.0,1.0,1.0,4.0,1,2662.0,4.0,0,3.0,2,0,0,1,24.0,1,284415.299555
7442299181,1,0,1.0,1.0,1.0,4.0,0,791.0,2.0,1,0.0,1,1,2,1,35.0,0,495000.0
7076340710,1,1,0.0,1.0,1.0,4.0,1,497.0,5.0,0,3.0,1,0,1,0,26.0,1,132000.0
5843534196,1,0,0.0,0.0,1.0,4.0,0,686.0,5.0,0,5.0,2,1,2,2,33.0,1,803000.0
5563120467,0,1,0.0,0.0,0.0,0.0,0,234.0,4.0,0,4.0,0,0,2,0,34.0,1,240000.0
3225694348,1,0,0.0,0.0,0.0,2.0,0,145.0,3.0,1,3.0,0,0,2,0,27.0,1,240000.0
1389690912,1,0,0.0,1.0,0.0,4.0,0,580.0,5.0,0,5.0,2,0,1,1,28.0,1,33000.0
9148351638,0,1,0.0,1.0,1.0,4.0,1,105.0,2.0,0,0.0,2,0,2,1,29.0,0,165000.0
1784191842,1,1,0.0,1.0,1.0,4.0,0,440.0,2.0,0,2.0,2,0,1,1,27.0,1,165000.0
4239791639,1,0,0.0,0.0,0.0,2.0,1,65.0,4.0,0,4.0,0,0,1,0,31.5720207254,1,88000.0
8634554863,1,0,1.0,1.0,1.0,4.0,0,126.0,5.0,0,0.0,2,0,2,0,33.0,0,284415.299555
7228483529,1,0,1.0,0.0,1.0,4.0,1,163.0,0.0,0,0.0,2,1,1,1,34.0,0,284415.299555
1660359942,1,0,0.0,0.0,0.0,4.0,0,577.0,2.0,0,5.0,1,0,1,1,33.0,1,284415.299555
4850039402,1,0,0.0,1.0,1.0,4.0,1,418.0,4.0,0,0.0,0,1,0,0,39.0,0,88000.0
3418297468,0,1,0.0,1.0,1.0,4.0,0,1581.0,4.0,0,6.0,1,1,2,1,32.0,1,220000.0
2174427212,1,0,0.0,1.0,1.0,4.0,0,2683.0,3.0,1,5.0,2,0,1,1,31.0,1,825000.0
2562664921,1,0,1.0,1.0,1.0,4.0,0,40.0,4.0,0,4.0,2,0,1,0,37.0,1,330000.0
7064844459,1,0,1.0,1.0,1.0,4.0,0,177.0,1.0,0,0.0,2,0,1,0,28.0,0,165000.0
1112017768,0,1,0.0,1.0,1.0,4.0,0,512.0,2.0,0,3.0,3,0,1,2,29.0,1,660000.0
3079511469,0,1,0.0,0.0,0.0,2.0,0,336.0,3.0,0,3.0,2,0,1,0,26.0,1,440000.0
5781022158,0,1,0.0,1.0,1.0,4.0,0,545.0,3.0,1,3.0,0,0,2,0,21.0,1,144000.0
1853627736,1,0,0.0,1.0,1.0,4.0,0,479.0,5.0,0,0.0,0,1,2,1,41.0,0,120000.0
8401108350,0,0,0.0,1.0,1.0,4.0,0,554.0,2.0,0,0.0,2,0,1,0,23.0,0,55000.0
7035285544,1,0,0.0,1.0,1.0,4.0,1,96.0,5.0,0,5.0,2,0,1,1,39.0,1,385000.0
2893571939,1,0,0.0,0.0,1.0,4.0,0,1215.0,2.0,0,0.0,1,1,2,1,40.0,0,330000.0
7371265289,1,0,1.0,1.0,1.0,4.0,0,385.0,5.0,1,3.0,2,0,1,1,26.0,1,352000.0
1775406254,0,1,0.0,0.0,0.0,4.0,1,179.0,5.0,0,3.0,0,0,1,0,22.0,1,96000.0
4509848841,1,0,1.0,0.0,1.0,4.0,0,1929.0,3.0,0,5.0,2,0,2,0,27.0,1,110000.0
9013261149,1,0,0.0,1.0,1.0,4.0,1,1950.0,1.0,0,3.0,2,0,2,0,30.0,1,880000.0
9500422035,1,0,0.0,1.0,1.0,4.0,0,1560.0,2.0,1,4.0,3,0,2,1,35.0,1,284415.299555
8710405577,0,1,0.0,1.0,1.0,4.0,1,954.0,0.0,0,3.0,2,0,1,2,26.0,1,330000.0
3988203332,1,0,0.0,1.0,1.0,5.0,0,339.0,5.0,1,0.0,2,1,2,1,44.0,0,286000.0
8387614970,1,0,1.0,1.0,1.0,4.0,0,766.0,5.0,0,6.0,2,1,1,1,31.0,1,385000.0
6526183719,0,1,0.0,1.0,0.0,2.0,0,786.687690743,3.24217961655,0,0.0,0,0,0,0,82.0,0,284415.299555
5331332312,1,0,0.0,0.0,0.0,2.0,0,773.0,3.24217961655,0,0.0,0,0,0,0,27.0,0,284415.299555
8540590529,1,0,1.0,1.0,1.0,4.0,0,76.0,5.0,0,0.0,0,0,2,0,22.0,0,48000.0
3540597152,0,1,0.0,1.0,1.0,4.0,1,56.0,5.0,0,3.0,1,1,1,1,26.0,1,473000.0
6620932848,0,1,0.0,1.0,0.0,2.0,0,321.0,2.0,0,2.0,0,0,1,0,19.0,1,209000.0
1795159548,0,1,0.0,1.0,1.0,4.0,1,2170.0,1.0,0,0.0,2,0,1,1,23.0,0,284415.299555
6872355869,1,0,0.0,1.0,1.0,4.0,0,499.0,4.0,0,6.0,2,0,2,1,31.0,1,591800.0
4756053552,1,0,1.0,1.0,1.0,4.0,0,622.0,5.0,0,6.0,2,1,2,1,24.0,1,284415.299555
2372935146,1,0,0.0,1.0,1.0,4.0,0,342.0,5.0,0,6.0,2,0,1,1,31.0,1,330000.0
2287514871,1,0,0.0,0.0,0.0,0.0,0,1168.0,2.0,0,0.0,0,0,2,0,31.5720207254,0,330000.0
2358807840,0,1,1.0,1.0,1.0,4.0,0,984.0,0.0,0,6.0,0,0,2,0,37.0,1,284415.299555
7318322753,0,1,0.0,1.0,1.0,4.0,0,719.0,5.0,0,5.0,1,1,1,2,31.5720207254,1,132000.0
6562772473,0,1,0.0,0.0,1.0,4.0,1,289.0,4.0,0,0.0,1,0,1,1,30.0,0,120000.0
8017301815,1,0,0.0,1.0,1.0,4.0,1,82.0,5.0,0,0.0,2,0,0,0,26.0,0,55000.0
6540024121,1,0,0.0,1.0,1.0,4.0,1,776.0,1.0,0,6.0,2,1,1,0,34.0,1,792000.0
1463175554,1,0,0.0,1.0,1.0,4.0,1,57.0,4.0,0,3.0,2,0,2,1,26.0,1,605000.0
9443631847,1,0,0.0,0.0,1.0,4.0,0,2477.0,5.0,0,6.0,1,0,2,1,38.0,1,240000.0
8392403933,1,0,0.0,1.0,0.0,2.0,0,647.0,3.0,0,4.0,0,0,1,0,27.0,1,93500.0
3686319819,1,0,0.0,1.0,1.0,4.0,1,292.0,4.0,0,4.0,2,0,2,0,57.0,1,363000.0
3818103704,1,0,0.0,1.0,1.0,4.0,0,136.0,5.0,0,5.0,2,1,1,1,32.0,1,275000.0
5804388965,1,0,0.0,0.0,1.0,4.0,0,379.0,5.0,1,6.0,2,1,2,3,44.0,1,385000.0
5815782196,0,1,1.0,0.0,0.0,4.0,0,658.0,0.0,0,0.0,0,0,0,0,31.5720207254,0,110000.0
1288086652,1,0,0.0,1.0,1.0,4.0,0,339.0,5.0,0,6.0,1,0,2,1,29.0,1,440000.0
5048210603,0,1,0.0,1.0,1.0,4.0,0,304.0,5.0,0,6.0,1,0,1,0,43.0,1,203500.0
4792563816,1,0,0.0,1.0,1.0,4.0,1,160.0,5.0,0,6.0,2,0,2,2,44.0,1,220000.0
6374813065,1,0,0.0,1.0,1.0,4.0,0,2051.0,5.0,0,0.0,1,1,2,0,30.0,0,275000.0
6687103750,1,0,1.0,1.0,1.0,4.0,1,829.0,3.0,0,4.0,0,1,1,0,29.0,1,330000.0
6491386882,1,0,1.0,0.0,1.0,4.0,0,385.0,2.0,0,0.0,2,0,1,1,43.0,0,240000.0
9973267281,1,0,0.0,1.0,1.0,4.0,0,61.0,4.0,1,5.0,2,0,2,1,37.0,1,550000.0
4042825054,1,0,0.0,1.0,1.0,4.0,1,105.0,2.0,0,1.0,2,0,0,0,31.0,1,440000.0
6917193248,1,0,0.0,1.0,1.0,4.0,1,305.0,5.0,0,6.0,2,0,1,0,44.0,1,440000.0
3752805269,1,0,0.0,1.0,1.0,4.0,1,4705.0,5.0,0,6.0,2,1,2,1,39.0,1,231000.0
5903857819,0,1,1.0,1.0,1.0,4.0,0,384.0,5.0,0,1.0,0,0,1,0,30.0,1,242000.0
5570008040,1,0,0.0,1.0,1.0,4.0,1,71.0,1.0,0,3.0,2,0,2,1,30.0,1,440000.0
2612671805,0,1,0.0,0.0,0.0,2.0,0,1240.0,1.0,0,0.0,0,1,2,0,20.0,0,27500.0
4746602099,1,0,0.0,1.0,1.0,4.0,0,1024.0,3.0,0,0.0,1,1,1,0,23.0,0,284415.299555
1733220813,1,0,0.0,1.0,1.0,4.0,0,346.0,1.0,0,0.0,1,0,2,1,31.0,0,144000.0
5377931105,1,0,0.0,1.0,1.0,2.0,0,971.0,2.0,0,2.0,0,1,2,0,22.0,1,240000.0
5826558835,1,0,0.0,1.0,1.0,4.0,1,306.0,0.0,1,6.0,0,1,1,0,24.0,1,110000.0
6177775040,0,1,1.0,1.0,1.0,4.0,0,95.0,5.0,0,3.0,1,0,1,0,31.0,1,132000.0
7419788148,0,1,0.0,0.0,0.0,2.0,0,1000.0,2.0,0,3.0,0,0,2,0,31.5720207254,1,275000.0
3764746080,1,0,1.0,1.0,1.0,4.0,1,478.0,2.0,0,2.0,0,0,1,0,31.5720207254,1,72000.0
2436738636,0,1,0.0,1.0,1.0,4.0,0,400.0,4.0,0,6.0,1,1,0,1,31.0,1,330000.0
1616151767,0,1,0.0,1.0,1.0,4.0,0,333.0,2.0,0,4.0,2,0,1,2,29.0,1,132000.0
5449485614,1,0,0.0,1.0,1.0,4.0,0,525.0,2.0,0,4.0,2,0,1,0,28.0,1,286000.0
7472748908,1,0,0.0,1.0,1.0,4.0,0,81.0,5.0,0,5.0,1,1,1,1,28.0,1,220000.0
3785558347,1,0,0.0,1.0,1.0,4.0,0,454.0,2.0,0,2.0,2,0,1,1,32.0,1,231000.0
9677770426,1,0,1.0,1.0,1.0,4.0,0,1289.0,0.0,0,0.0,2,0,0,0,27.0,0,284415.299555
3483024126,1,0,0.0,0.0,1.0,4.0,0,1798.0,0.0,0,0.0,1,0,1,0,19.0,0,72000.0
1743432522,1,0,0.0,1.0,1.0,4.0,0,610.0,2.0,0,4.0,2,0,2,1,33.0,1,495000.0
5898120995,1,0,0.0,1.0,1.0,4.0,0,215.0,5.0,0,6.0,1,1,1,1,26.0,1,132000.0
5120292396,0,1,0.0,1.0,0.0,2.0,0,209.0,0.0,0,0.0,0,0,1,0,19.0,0,22000.0
9808214543,0,1,0.0,1.0,1.0,4.0,1,429.0,0.0,0,0.0,2,0,2,3,34.0,0,284415.299555
2571797067,1,0,1.0,0.0,1.0,4.0,1,824.0,2.0,0,1.0,2,0,1,2,28.0,1,84000.0
4342241928,0,1,0.0,0.0,0.0,0.0,0,142.0,2.0,0,0.0,0,0,1,0,52.0,0,220000.0
5574393088,1,0,0.0,0.0,0.0,4.0,1,828.0,2.0,0,0.0,2,1,2,0,29.0,0,216000.0
9045211188,1,0,0.0,1.0,0.0,4.0,1,213.0,5.0,0,6.0,2,1,1,1,29.0,1,220000.0
9255169851,1,0,1.0,1.0,1.0,4.0,0,364.0,5.0,0,1.0,2,0,1,1,25.0,1,220000.0
7930805770,0,1,0.0,1.0,1.0,4.0,0,866.0,4.0,1,3.0,0,0,2,0,20.0,1,105600.0
8714622022,1,0,0.0,0.0,1.0,4.0,1,647.0,5.0,0,6.0,2,1,1,1,34.0,1,165000.0
3744930975,0,1,0.0,1.0,1.0,4.0,1,137.0,2.0,0,4.0,0,1,2,0,27.0,1,96000.0
8450552497,1,0,1.0,1.0,0.0,4.0,1,112.0,1.0,0,3.0,2,0,0,0,31.0,1,132000.0
3054378668,1,0,0.0,1.0,1.0,4.0,0,1231.0,5.0,1,0.0,2,1,1,0,26.0,0,220000.0
6507014956,1,0,0.0,1.0,1.0,4.0,0,429.0,3.0,1,1.0,1,0,0,0,29.0,1,48000.0
6055146943,0,1,0.0,1.0,1.0,4.0,0,4992.0,1.0,0,2.0,2,0,1,0,29.0,1,121000.0
1978413484,1,0,0.0,1.0,1.0,4.0,1,161.0,5.0,0,5.0,0,0,1,0,28.0,1,153600.0
7258285849,1,0,0.0,1.0,1.0,4.0,0,413.0,1.0,1,5.0,0,0,1,0,24.0,1,168000.0
1998097878,1,0,1.0,0.0,1.0,4.0,0,960.0,5.0,0,3.0,2,1,2,1,31.0,1,220000.0
6768500803,1,0,0.0,1.0,0.0,4.0,0,540.0,4.0,0,0.0,2,0,1,0,23.0,0,284415.299555
1921206894,1,0,0.0,1.0,1.0,4.0,0,510.0,3.0,0,2.0,1,1,1,1,41.0,1,198000.0
2669649960,0,1,0.0,0.0,0.0,0.0,0,33.0,3.0,0,5.0,0,0,2,0,32.0,1,960000.0
8155541862,1,0,0.0,1.0,1.0,4.0,1,181.0,5.0,0,0.0,2,0,2,1,32.0,0,550000.0
3080908054,1,0,1.0,0.0,1.0,4.0,1,359.0,5.0,0,0.0,1,1,2,0,33.0,0,330000.0
9367555536,0,1,0.0,0.0,1.0,4.0,0,122.0,5.0,1,1.0,2,0,1,1,35.0,1,110000.0
9984848342,1,0,0.0,1.0,1.0,4.0,0,231.0,5.0,0,0.0,2,0,1,1,45.0,0,240000.0
8993973315,1,0,0.0,1.0,1.0,4.0,0,295.0,2.0,0,0.0,1,1,2,0,22.0,0,284415.299555
7389317375,1,0,0.0,1.0,1.0,4.0,0,312.0,2.0,0,3.0,2,1,1,1,31.0,1,550000.0
3561640239,0,1,0.0,0.0,1.0,4.0,0,2028.0,4.0,0,5.0,2,1,2,1,27.0,1,284415.299555
9754677030,1,0,1.0,1.0,1.0,4.0,1,781.0,2.0,1,0.0,2,0,1,1,31.0,0,192000.0
4951166708,1,0,1.0,1.0,1.0,4.0,1,745.0,1.0,0,1.0,2,0,0,0,32.0,1,110000.0
7549961913,0,1,1.0,0.0,0.0,2.0,0,1429.0,0.0,0,1.0,0,0,1,0,71.0,1,192000.0
2151915927,1,0,0.0,1.0,1.0,4.0,0,79.0,3.0,0,0.0,1,0,1,0,25.0,0,120000.0
3585535472,1,0,0.0,0.0,0.0,0.0,0,839.0,2.0,0,1.0,0,0,1,0,40.0,1,360000.0
3517910470,0,1,0.0,0.0,1.0,4.0,0,409.0,2.0,0,0.0,2,1,2,0,25.0,0,165000.0
5115392371,1,0,0.0,1.0,1.0,4.0,0,128.0,5.0,1,0.0,2,0,1,1,40.0,0,284415.299555
5174506041,1,0,1.0,1.0,1.0,4.0,0,478.0,4.0,0,1.0,2,0,2,1,35.0,1,284415.299555
1197328073,1,0,0.0,1.0,1.0,4.0,1,431.0,4.0,0,6.0,2,1,2,3,39.0,1,880000.0
4002742728,1,0,0.0,0.0,1.0,4.0,1,1866.0,0.0,1,2.0,0,1,0,0,27.0,1,165000.0
5816669626,1,0,0.0,1.0,1.0,4.0,0,656.0,2.0,0,0.0,1,1,2,1,29.0,0,240000.0
8251050249,1,0,0.0,0.0,1.0,4.0,0,302.0,4.0,0,0.0,2,0,1,0,26.0,0,288000.0
7640935498,1,1,0.0,1.0,0.0,2.0,0,686.0,1.0,0,2.0,0,1,2,0,30.0,1,330000.0
5657424461,1,0,0.0,1.0,1.0,4.0,0,315.0,5.0,0,6.0,1,0,2,1,32.0,1,60000.0
2567699254,1,0,0.0,0.0,1.0,4.0,0,198.0,2.0,1,0.0,2,1,2,1,40.0,0,216000.0
8100109588,0,1,0.0,1.0,1.0,4.0,0,428.0,2.0,0,4.0,2,0,1,2,27.0,1,308000.0
2373167024,1,0,0.0,0.0,1.0,4.0,0,3487.0,1.0,0,1.0,2,1,2,1,33.0,1,325600.0
6166787811,0,1,0.0,0.0,1.0,4.0,0,889.0,5.0,0,5.0,2,0,1,1,31.0,1,198000.0
5799676461,1,1,0.0,0.0,0.0,2.0,0,3058.0,4.0,0,6.0,0,1,2,0,31.0,1,550000.0
4906074010,1,0,0.0,1.0,0.0,4.0,1,1128.0,3.0,0,6.0,2,0,2,1,28.0,1,550000.0
1355461896,1,0,0.0,1.0,1.0,4.0,1,241.0,1.0,0,2.0,2,0,0,2,31.0,1,165000.0
2003808034,1,0,0.0,1.0,1.0,4.0,0,4999.0,2.0,0,4.0,2,0,1,0,26.0,1,770000.0
1817487983,1,0,1.0,1.0,1.0,4.0,0,707.0,5.0,0,5.0,0,0,2,0,29.0,1,165000.0
7430130268,1,0,0.0,1.0,1.0,4.0,0,765.0,1.0,0,3.0,2,0,2,0,29.0,1,330000.0
7470733511,1,0,0.0,0.0,1.0,4.0,0,225.0,3.0,0,6.0,2,0,2,1,38.0,1,720000.0
3565083094,0,1,0.0,0.0,0.0,2.0,0,624.0,2.0,1,3.0,0,0,1,0,77.0,1,358600.0
8389868976,1,0,1.0,1.0,1.0,4.0,0,920.0,4.0,0,3.0,2,0,0,1,36.0,1,407000.0
4020568831,1,0,0.0,1.0,1.0,4.0,0,49.0,3.0,0,6.0,0,1,1,0,26.0,1,66000.0
1183321030,1,0,0.0,1.0,1.0,4.0,1,437.0,2.0,0,3.0,0,1,1,0,27.0,1,132000.0
7378814827,1,0,0.0,1.0,1.0,4.0,1,323.0,0.0,0,0.0,0,1,2,0,33.0,0,144000.0
3380009999,1,0,0.0,1.0,1.0,4.0,0,1118.0,0.0,0,3.0,2,1,2,2,24.0,1,330000.0
2776111859,1,0,0.0,1.0,1.0,4.0,0,107.0,3.0,0,6.0,3,0,1,1,40.0,1,715000.0
1314735035,1,0,0.0,1.0,1.0,4.0,1,1572.0,5.0,0,0.0,2,1,1,1,31.0,0,576000.0
4002692992,1,0,0.0,1.0,1.0,4.0,1,474.0,2.0,0,0.0,2,1,1,2,26.0,0,284415.299555
7822001133,1,0,0.0,1.0,1.0,4.0,0,695.0,3.0,1,0.0,2,0,1,1,33.0,0,440000.0
1676546225,0,1,0.0,1.0,1.0,4.0,1,224.0,3.0,0,6.0,2,1,2,0,36.0,1,120000.0
9513977406,0,1,0.0,1.0,1.0,4.0,0,217.0,5.0,0,6.0,0,1,1,0,28.0,1,426756.0
3670141772,1,0,0.0,1.0,1.0,4.0,1,495.0,4.0,0,0.0,0,0,1,0,21.0,0,120000.0
7366844365,0,1,0.0,0.0,1.0,4.0,0,1554.0,1.0,0,2.0,2,1,2,0,24.0,1,440000.0
3061012163,1,0,1.0,1.0,1.0,4.0,0,1349.0,2.0,0,2.0,2,0,2,1,32.0,1,550000.0
1497166208,1,0,0.0,1.0,1.0,4.0,0,233.0,5.0,1,6.0,1,1,2,1,50.0,1,770000.0
9889040447,0,0,0.0,1.0,1.0,4.0,0,786.687690743,5.0,1,6.0,1,0,2,1,50.0,1,220000.0
2016018499,0,1,0.0,1.0,1.0,4.0,1,214.0,0.0,0,0.0,1,0,0,0,20.0,0,22000.0
4110112364,1,0,0.0,1.0,1.0,4.0,1,1454.0,5.0,1,6.0,2,0,1,0,29.0,1,880000.0
4656062708,1,0,0.0,1.0,0.0,2.0,0,308.0,3.24217961655,0,0.0,0,0,3,0,41.0,0,284415.299555
7961977516,0,1,0.0,1.0,1.0,4.0,0,461.0,2.0,0,2.0,3,0,1,2,27.0,1,660000.0
3219677874,0,1,0.0,0.0,0.0,4.0,0,27.0,3.0,0,4.0,0,0,1,0,19.0,1,156000.0
1006266651,0,0,0.0,1.0,1.0,4.0,1,404.0,1.0,0,0.0,2,0,1,0,53.0,0,284415.299555
3596771176,1,0,0.0,1.0,1.0,4.0,0,229.0,2.0,0,5.0,2,0,1,1,25.0,1,357500.0
5741429746,1,0,1.0,1.0,0.0,2.0,0,2921.0,3.0,0,3.0,2,1,1,0,25.0,1,165000.0
1516706338,0,1,0.0,1.0,0.0,4.0,1,855.0,4.0,0,2.0,0,0,1,0,25.0,1,288000.0
8638580379,1,0,0.0,1.0,0.0,4.0,0,631.0,4.0,0,6.0,2,1,2,1,38.0,1,198000.0
8000018034,1,0,1.0,0.0,1.0,4.0,0,207.0,5.0,1,0.0,2,0,1,1,39.0,0,110000.0
7303163256,1,0,0.0,1.0,1.0,4.0,0,1912.0,4.0,0,4.0,1,0,0,1,35.0,1,165000.0
1670455912,1,0,1.0,1.0,1.0,4.0,0,249.0,3.0,0,4.0,1,1,2,1,28.0,1,214500.0
7020135676,1,0,0.0,1.0,1.0,4.0,0,185.0,4.0,0,6.0,1,1,1,1,33.0,1,165000.0
7581223009,1,0,1.0,1.0,1.0,4.0,0,52.0,0.0,0,6.0,2,0,1,1,41.0,1,770000.0
7088580488,1,0,0.0,1.0,1.0,4.0,1,86.0,5.0,1,3.0,2,0,1,0,33.0,1,330000.0
3743259894,1,0,0.0,1.0,1.0,4.0,1,407.0,5.0,0,1.0,2,0,0,2,23.0,1,220000.0
9366636131,1,0,1.0,0.0,1.0,4.0,1,334.0,5.0,1,0.0,2,1,1,3,44.0,0,220000.0
7777374938,1,0,1.0,0.0,1.0,4.0,0,49.0,5.0,1,6.0,0,0,2,0,49.0,1,192000.0
3401108129,0,1,0.0,0.0,1.0,4.0,0,786.687690743,3.24217961655,0,0.0,0,0,0,0,23.0,0,284415.299555
8716883625,1,0,0.0,1.0,1.0,4.0,0,368.0,1.0,0,2.0,2,1,2,1,27.0,1,495000.0
4097229256,1,0,0.0,1.0,1.0,4.0,0,235.0,3.0,0,1.0,0,0,0,0,35.0,1,616000.0
6033880411,1,0,0.0,1.0,1.0,4.0,0,913.0,3.0,0,4.0,0,1,2,0,29.0,1,600000.0
1777949145,1,0,0.0,0.0,1.0,4.0,0,179.0,2.0,0,3.0,2,1,2,1,33.0,1,275000.0
4738098277,1,0,0.0,1.0,1.0,4.0,0,1304.0,1.0,0,2.0,1,0,1,1,29.0,1,165000.0
8057731840,0,1,0.0,1.0,0.0,2.0,1,425.0,1.0,0,0.0,0,1,1,0,21.0,0,33600.0
1299427536,1,1,0.0,1.0,0.0,2.0,1,55.0,5.0,1,4.0,0,0,1,0,63.0,1,240000.0
7585759305,0,1,0.0,1.0,1.0,4.0,1,423.0,5.0,0,3.0,0,1,1,0,21.0,1,165000.0
4581264233,0,1,0.0,1.0,1.0,4.0,0,396.0,3.0,0,4.0,2,1,1,2,31.0,1,165000.0
1272813046,1,0,0.0,1.0,1.0,4.0,1,2324.0,1.0,0,4.0,0,0,1,0,27.0,1,77000.0
